Index,Name,Meaning,Korean,Sex
1232,Magdalena Jaskinia,Magdalena (mag-da-LEH-na) of the Cave,마그달레나 야스키니아,여성
1233,Nikodem Topór,Nikodem (nee-KOH-dem) Axe,니코뎀 토푸르,남성
1234,Oliwia Kamyczka,Oliwia (o-LIV-ya) Small Pebble,올리비아 카미치카,여성
1235,Przemysław Kamieński,Przemysław (PZHE-my-swaf) Stone-Man,프셰미스와프 카미엔스키,남성
1236,Regina Gruba,Regina (re-GEE-na) Thick/Fat (describing rock),레기나 그루바,여성
1237,Sławomir Kuźnia,Sławomir (swa-VOH-meer) Forge,스와보미르 쿠즈니아,남성
1238,Teresa Grzmot,Teresa (te-RE-sa) Thunder,테레사 그슈모트,여성
1239,Wiesław Piecuch,Wiesław (VYE-swav) Furnace-Man,비에스와프 피에추흐,남성
1240,Zdzisława Skalica,Zdzisława (z-DZHEE-swav-a) Rock-Cliff,즈지스와바 스칼리차,여성
1241,Adam Gwarek,Adam (AH-dam) Miner's Pick,아담 그바레크,남성
1242,Blanka Rudy,Blanka (BLAHN-ka) Ruddy/Rusty,블랑카 루디,여성
1243,Cezary Kopalny,Cezary (tse-ZAH-ry) Miner's,체자리 코팔니,남성
1244,Daria Podkowa,Daria (DAH-rya) Horseshoe,다리아 포드코바,여성
1245,Henryk Młotek,Henryk (HEN-rik) Small Hammer,헨리크 므워테크,남성
1246,Irena Żelazna,Irena (ee-RE-na) Iron,이레나 젤라즈나,여성
1247,Jerzy Kamieński,Jerzy (YEH-zhee) Stone-Man,예지 카미엔스키,남성
1248,Klaudia Bryłowa,Klaudia (KLAU-dya) of the Lump/Boulder,클라우디아 브리워바,여성
1249,Ludwik Gruby,Ludwik (LOOD-vik) Thick/Stout,루드비크 그루비,남성
1250,Marianna Omszała,Marianna (ma-RYAN-na) Mossy,마리안나 옴샤와,여성
1251,Narcyz Węglowy,Narcyz (NAR-tsiz) Coal,나르치즈 벵글로비,남성
1252,Paulina Jaskiniowa,Paulina (pau-LEE-na) of the Cave,파울리나 야스키니오바,여성
1253,Remigiusz Górski,Remigiusz (re-MEE-gyoosh) Mountainous,레미기우시 구르스키,남성
1254,Sabina Kruszcowa,Sabina (sa-BEE-na) of the Ore,사비나 크루슈초바,여성
1255,Wacław Kuźmiński,Wacław (VAHTS-waf) Forge-Related,바츠와프 쿠즈민스키,남성
1256,Zofia Skałowska,Zofia (ZOH-fya) Rocky,조피아 스카워프스카,여성
1257,Thrain Stonebeard,Thrain Stonebeard,스라인 스톤비어드,남성
1258,Grizelda Boulderfoot,Grizelda Boulderfoot,Grizelda 볼더풋,여성
1259,Balin Ironfist,Balin Ironfist,발린 아이언피스트,남성
1260,Dagna Hammerfall,Dagna Hammerfall,다그나 해머폴,여성
1261,Durin Rockbreaker,Durin Rockbreaker,두린 록브레이커,남성
1262,Eldrin Oreheart,Eldrin Oreheart,엘드린 오어하트,남성
1263,Fjorin Anvilhand,Fjorin Anvilhand,프요린 앤빌핸드,남성
1264,Grimnir Goldvein,Grimnir Goldvein,그림니르 골드베인,남성
1265,Hilda Stonemarch,Hilda Stonemarch,힐다 스톤마치,여성
1266,Kaelen Darkiron,Kaelen Darkiron,카엘렌 다크아이언,남성
1267,Kili Gemcutter,Kili Gemcutter,킬리 젬커터,남성
1268,Lori Forgeborn,Lori Forgeborn,로리 포지본,여성
1269,Malin Stoutshield,Malin Stoutshield,말린 스타우트실드,여성
1270,Nori Battlehammer,Nori Battlehammer,노리 배틀해머,남성
1271,Oin Deepaxe,Oin Deepaxe,오인 딥액스,남성
1272,Ragnild Runesmith,Ragnild Runesmith,라그닐드 룬스미스,여성
1273,Thorgar Grimfang,Thorgar Grimfang,토르가 그림팽,남성
1274,Urgrim Stonehelm,Urgrim Stonehelm,우르그림 스톤헬름,남성
1275,Yara Ironbraid,Yara Ironbraid,야라 아이언브레이드,여성
1276,Bram Ironhide,Bram Ironhide,브람 아이언하이드,남성
1277,Astrid Pickaxe,Astrid Pickaxe,아스트리드 픽액스,여성
1278,Gundren Rockfist,Gundren Rockfist,군드렌 록피스트,남성
1279,Torvin Stonehand,Torvin Stonehand,토르빈 스톤핸드,남성
1280,Borinna Stoutaxe,Borinna Stoutaxe,보리나 스타우트액스,여성
1281,Bjorn Strongarm,Bjorn Strongarm,비외른 스트롱암,남성
1282,Dolgrin Coalbeard,Dolgrin Coalbeard,돌그린 콜비어드,남성
1283,Ebba Deepmine,Ebba Deepmine,에바 딥마인,여성
1284,Ferdinand Greystone,Ferdinand Greystone,페르디난드 그레이스톤,남성
1285,Gron Ironaxe,Gron Ironaxe,그론 아이언액스,남성
1286,Helga Boulderkin,Helga Boulderkin,헬가 볼더킨,여성
1287,Ingvar Stonegrip,Ingvar Stonegrip,잉바르 스톤그립,남성
1288,Kira Mithrilheart,Kira Mithrilheart,키라 미스릴하트,여성
1289,Magnus Hammerfall,Magnus Hammerfall,마그누스 해머폴,남성
1290,Olga Gemstone,Olga Gemstone,올가 젬스톤,여성
1291,Rurik Stonegaze,Rurik Stonegaze,루리크 스톤게이즈,남성
1292,Sigrun Thunderfist,Sigrun Thunderfist,시그룬 썬더피스트,여성
1293,Thrain Oreseeker,Thrain Oreseeker,스라인 오어시커,남성
1294,Ulgar Grimstone,Ulgar Grimstone,울가 그림스톤,남성
1295,Valda Goldgraft,Valda Goldgraft,발다 골드그라프트,여성
1296,Brand Silvervein,Brand Silvervein,브랜드 실버베인,남성
1297,Brunhild Coalfire,Brunhild Coalfire,브룬힐드 콜파이어,여성
1298,Corbin Stonewright,Corbin Stonewright,코빈 스톤라이트,남성
1299,Dagmar Ironfoot,Dagmar Ironfoot,다그마 아이언풋,여성
1300,Elrik Deepforge,Elrik Deepforge,엘리크 딥포지,남성
1301,Farin Rockbeard,Farin Rockbeard,파린 록비어드,남성
1302,Gretel Grimbeard,Gretel Grimbeard,그레텔 그림비어드,여성
1303,Hjalmar Bronzehammer,Hjalmar Bronzehammer,얄마르 브론즈해머,남성
1304,Ingrid Orebreaker,Ingrid Orebreaker,잉리드 오어브레이커,여성
1305,Jorn Stonehand,Jorn Stonehand,요른 스톤핸드,남성
1306,Kaelin Forgefire,Kaelin Forgefire,카엘린 포지파이어,여성
1307,Loric Thunderstrike,Loric Thunderstrike,로릭 썬더스트라이크,남성
1308,Marta Boulderkin,Marta Boulderkin,마르타 볼더킨,여성
1309,Nodin Deeproot,Nodin Deeproot,노딘 딥루트,남성
1310,Orla Gemstone,Orla Gemstone,오를라 젬스톤,여성
1311,Ragnar Stoneheart,Ragnar Stoneheart,라그나르 스톤하트,남성
1312,Solveig Ironhand,Solveig Ironhand,솔베이그 아이언핸드,여성
1313,Torvin Goldbeard,Torvin Goldbeard,토르빈 골드비어드,남성
1314,Ulrik Ironhide,Ulrik Ironhide,울리크 아이언하이드,남성
1315,Valerie Stoneguard,Valerie Stoneguard,발레리 스톤가드,여성
1316,Burdin Ironborn,Burdin Ironborn,버딘 아이언본,남성
1317,Frida Stonebrow,Frida Stonebrow,프리다 스톤브라우,여성
1318,Gareth Deeprock,Gareth Deeprock,개러스 딥록,남성
1319,Hanna Oreheart,Hanna Oreheart,한나 오어하트,여성
1320,Kaelan Forgearm,Kaelan Forgearm,카엘란 포지암,남성
1321,Lothar Stonefist,Lothar Stonefist,로타르 스톤피스트,남성
1322,Mina Hammerborn,Mina Hammerborn,미나 해머본,여성
1323,Oren Bronzebeard,Oren Bronzebeard,오렌 브론즈비어드,남성
1324,Petra Gemcutter,Petra Gemcutter,페트라 젬커터,여성
1325,Roric Stonehelm,Roric Stonehelm,로릭 스톤헬름,남성
1326,Sindri Goldhand,Sindri Goldhand,신드리 골드핸드,남성
1327,Thora Deepvein,Thora Deepvein,토라 딥베인,여성
1328,Ulfric Thunderbeard,Ulfric Thunderbeard,울프릭 썬더비어드,남성
1329,Viggo Stoneguard,Viggo Stoneguard,비고 스톤가드,남성
1330,Wilma Boulderkin,Wilma Boulderkin,윌마 볼더킨,여성
1331,Alaric Grimstone,Alaric Grimstone,알라릭 그림스톤,남성
1332,Beatrice Ironfoot,Beatrice Ironfoot,베아트리스 아이언풋,여성
1333,Cormac Stonegrinder,Cormac Stonegrinder,코맥 스톤그라인더,남성
1334,Dina Deepmine,Dina Deepmine,디나 딥마인,여성
1335,Einar Blackiron,Einar Blackiron,에이나르 블랙아이언,남성
1336,Finola Stoneheart,Finola Stoneheart,피놀라 스톤하트,여성
1337,Griselda Rockfall,Griselda Rockfall,그리젤다 록폴,여성
1338,Hakon Stonegrip,Hakon Stonegrip,하콘 스톤그립,남성
1339,Inga Goldbeard,Inga Goldbeard,인가 골드비어드,여성
1340,Jorunn Oreseeker,Jorunn Oreseeker,요룬 오어시커,여성
1341,Kael Stonekin,Kael Stonekin,카엘 스톤킨,남성
1342,Linnea Forgeborn,Linnea Forgeborn,린네아 포지본,여성
1343,Murdin Hammerhand,Murdin Hammerhand,머딘 해머핸드,남성
1344,Nydia Deepdelver,Nydia Deepdelver,니디아 딥델버,여성
1345,Ormar Thunderstrike,Ormar Thunderstrike,오르마르 썬더스트라이크,남성
1346,Pippa Bronzebeard,Pippa Bronzebeard,피파 브론즈비어드,여성
1347,Ragnvald Silverbeard,Ragnvald Silverbeard,라그발드 실버비어드,남성
1348,Signe Stonehelm,Signe Stonehelm,시그네 스톤헬름,여성
1349,Torvin Anvilheart,Torvin Anvilheart,토르빈 앤빌하트,남성
1350,Ursula Rockbreaker,Ursula Rockbreaker,우르술라 록브레이커,여성
1351,Vargur Grimfang,Vargur Grimfang,바르구르 그림팽,남성
1352,Wendy Stonegaze,Wendy Stonegaze,웬디 스톤게이즈,여성
1353,Yngvar Orehammer,Yngvar Orehammer,잉바르 오어해머,남성
1354,Zelda Deeproot,Zelda Deeproot,젤다 딥루트,여성
1355,Gunnar Stonebeard,Gunnar Stonebeard,군나르 스톤비어드,남성
1356,Brynhild Deepdelver,Brynhild Deepdelver,브륀힐드 딥델버,여성
1357,Borin Ironfist,Borin Ironfist,보린 아이언피스트,남성
1358,Dagna Boulderfoot,Dagna Boulderfoot,다그나 볼더풋,여성
1359,Eldrin Hammerfall,Eldrin Hammerfall,엘드린 해머폴,남성
1360,Frida Rockbreaker,Frida Rockbreaker,프리다 록브레이커,여성
1361,Grimnir Goldvein,Grimnir Goldvein,그림니르 골드베인,남성
1362,Hilda Stoutshield,Hilda Stoutshield,힐다 스타우트실드,여성
1363,Kaelen Anvilhand,Kaelen Anvilhand,카엘렌 앤빌핸드,남성
1364,Lori Gemcutter,Lori Gemcutter,로리 젬커터,여성
1365,Mordin Oreheart,Mordin Oreheart,모딘 오어하트,남성
1366,Nora Battlehammer,Nora Battlehammer,노라 배틀해머,여성
1367,Orin Stonehelm,Orin Stonehelm,오린 스톤헬름,남성
1368,Ragnild Ironbraid,Ragnild Ironbraid,라그닐드 아이언브레이드,여성
1369,Thoric Darkiron,Thoric Darkiron,토릭 다크아이언,남성
1370,Ursa Forgeborn,Ursa Forgeborn,우르사 포지본,여성
1371,Vali Goldgraft,Vali Goldgraft,발리 골드그라프트,남성
1372,Wendy Blackiron,Wendy Blackiron,웬디 블랙아이언,여성
1373,Ymir Stoneguard,Ymir Stoneguard,이미르 스톤가드,남성
1374,Zara Deeproot,Zara Deeproot,자라 딥루트,여성
1375,Brandt Pickaxe,Brandt Pickaxe,브란트 픽액스,남성
1376,Clara Firebeard,Clara Firebeard,클라라 파이어비어드,여성
1377,Durn Stonehand,Durn Stonehand,던 스톤핸드,남성
1378,Elara Goldheart,Elara Goldheart,엘라라 골드하트,여성
1379,Fendrel Rockfall,Fendrel Rockfall,펜드렐 록폴,남성
1380,Grizel Hammerfall,Grizel Hammerfall,그리젤 해머폴,여성
1381,Hakon Stoutaxe,Hakon Stoutaxe,하콘 스타우트액스,남성
1382,Ingrid Ironbrow,Ingrid Ironbrow,잉리드 아이언브라우,여성
1383,Jorin Silvervein,Jorin Silvervein,요린 실버베인,남성
1384,Kaelin Thunderfist,Kaelin Thunderfist,카엘린 썬더피스트,여성
1385,Leif Stonehelm,Leif Stonehelm,레이프 스톤헬름,남성
1386,Mina Gemcutter,Mina Gemcutter,미나 젬커터,여성
1387,Norin Oreseeker,Norin Oreseeker,노린 오어시커,남성
1388,Olga Battlehammer,Olga Battlehammer,올가 배틀해머,여성
1389,Perrin Forgefire,Perrin Forgefire,페린 포지파이어,남성
1390,Rona Runesmith,Rona Runesmith,로나 룬스미스,여성
1391,Skorgrim Greystone,Skorgrim Greystone,스코르그림 그레이스톤,남성
1392,Thora Coalbeard,Thora Coalbeard,토라 콜비어드,여성
1393,Ulfric Mithrilheart,Ulfric Mithrilheart,울프릭 미스릴하트,남성
1394,Vigdis Stonegaze,Vigdis Stonegaze,비그디스 스톤게이즈,여성
1395,Wilhelm Goldhand,Wilhelm Goldhand,빌헬름 골드핸드,남성
1396,Ysabeau Ironfoot,Ysabeau Ironfoot,이사보 아이언풋,여성
1397,Zander Oreheart,Zander Oreheart,잔더 오어하트,남성
1398,Alaric Strongarm,Alaric Strongarm,알라릭 스트롱암,남성
1399,Beatrice Thunderstrike,Beatrice Thunderstrike,베아트리스 썬더스트라이크,여성
1400,Cormac Stonebrow,Cormac Stonebrow,코맥 스톤브라우,남성
1401,Dina Grimfang,Dina Grimfang,디나 그림팽,여성
1402,Einar Darkiron,Einar Darkiron,에이나르 다크아이언,남성
1403,Finola Goldgraft,Finola Goldgraft,피놀라 골드그라프트,여성
1404,Griselda Blackiron,Griselda Blackiron,그리젤다 블랙아이언,여성
1405,Hakon Stoneguard,Hakon Stoneguard,하콘 스톤가드,남성
1406,Inga Deeproot,Inga Deeproot,인가 딥루트,여성
1407,Jorvik Pickaxe,Jorvik Pickaxe,요르비크 픽액스,남성
1408,Kaelin Firebeard,Kaelin Firebeard,카엘린 파이어비어드,여성
1409,Lothar Stonehand,Lothar Stonehand,로타르 스톤핸드,남성
1410,Marta Goldheart,Marta Goldheart,마르타 골드하트,여성
1411,Nodin Rockfall,Nodin Rockfall,노딘 록폴,남성
1412,Orla Hammerfall,Orla Hammerfall,오를라 해머폴,여성
1413,Perrin Stoutaxe,Perrin Stoutaxe,페린 스타우트액스,남성
1414,Ragnvald Ironbrow,Ragnvald Ironbrow,라그발드 아이언브라우,남성
1415,Signe Silvervein,Signe Silvervein,시그네 실버베인,여성
1416,Thrain Thunderfist,Thrain Thunderfist,스라인 썬더피스트,남성
1417,Ursula Stonehelm,Ursula Stonehelm,우르술라 스톤헬름,여성
1418,Vali Gemcutter,Vali Gemcutter,발리 젬커터,남성
1419,Wendy Oreseeker,Wendy Oreseeker,웬디 오어시커,여성
1420,Yngvar Battlehammer,Yngvar Battlehammer,잉바르 배틀해머,남성
1421,Zelda Forgefire,Zelda Forgefire,젤다 포지파이어,여성
1422,Argrim Runesmith,Argrim Runesmith,아르그림 룬스미스,남성
1423,Brunhild Greystone,Brunhild Greystone,브룬힐드 그레이스톤,여성
1424,Doric Coalbeard,Doric Coalbeard,도릭 콜비어드,남성
1425,Ember Mithrilheart,Ember Mithrilheart,엠버 미스릴하트,여성
1426,Grimwold Stonegaze,Grimwold Stonegaze,그림월드 스톤게이즈,남성
1427,Hilda Goldhand,Hilda Goldhand,힐다 골드핸드,여성
1428,Korgan Ironfoot,Korgan Ironfoot,코르간 아이언풋,남성
1429,Lia Oreheart,Lia Oreheart,리아 오어하트,여성
1430,Magnus Strongarm,Magnus Strongarm,마그누스 스트롱암,남성
1431,Oriel Thunderstrike,Oriel Thunderstrike,오리엘 썬더스트라이크,여성
1432,Grom Stonebrow,Grom Stonebrow,그롬 스톤브라우,남성
1433,Helga Grimfang,Helga Grimfang,헬가 그림팽,여성
1434,Kaelen Darkiron,Kaelen Darkiron,카엘렌 다크아이언,남성
1435,Lori Goldgraft,Lori Goldgraft,로리 골드그라프트,여성
1436,Mordin Blackiron,Mordin Blackiron,모딘 블랙아이언,남성
1437,Nora Stoneguard,Nora Stoneguard,노라 스톤가드,여성
1438,Orin Deeproot,Orin Deeproot,오린 딥루트,남성
1439,Ragnild Pickaxe,Ragnild Pickaxe,라그닐드 픽액스,여성
1440,Thoric Firebeard,Thoric Firebeard,토릭 파이어비어드,남성
1441,Ursa Stonehand,Ursa Stonehand,우르사 스톤핸드,여성
1442,Vali Goldheart,Vali Goldheart,발리 골드하트,남성
1443,Wendy Rockfall,Wendy Rockfall,웬디 록폴,여성
1444,Ymir Hammerfall,Ymir Hammerfall,이미르 해머폴,남성
1445,Zara Stoutaxe,Zara Stoutaxe,자라 스타우트액스,여성
1446,Borin Stonefist,Borin Stonefist,보린 스톤피스트,남성
1447,Grizelda Deepmine,Grizelda Deepmine,그리젤다 딥마인,여성
1448,Dwalin Ironhide,Dwalin Ironhide,드왈린 아이언하이드,남성
1449,Astrid Hammerfall,Astrid Hammerfall,아스트리드 해머폴,여성
1450,Farin Rockbreaker,Farin Rockbreaker,파린 록브레이커,남성
1451,Helga Stoutshield,Helga Stoutshield,헬가 스타우트실드,여성
1452,Kaelen Goldbeard,Kaelen Goldbeard,카엘렌 골드비어드,남성
1453,Lori Thunderfist,Lori Thunderfist,로리 썬더피스트,여성
1454,Mordin Stonehelm,Mordin Stonehelm,모딘 스톤헬름,남성
1455,Nora Gemcutter,Nora Gemcutter,노라 젬커터,여성
1456,Orin Oreseeker,Orin Oreseeker,오린 오어시커,남성
1457,Ragnild Battlehammer,Ragnild Battlehammer,라그닐드 배틀해머,여성
1458,Thoric Forgefire,Thoric Forgefire,토릭 포지파이어,남성
1459,Ursa Runesmith,Ursa Runesmith,우르사 룬스미스,여성
1460,Vali Greystone,Vali Greystone,발리 그레이스톤,남성
1461,Wendy Silvervein,Wendy Silvervein,웬디 실버베인,여성
1462,Ymir Stonegrip,Ymir Stonegrip,이미르 스톤그립,남성
1463,Zara Coalbeard,Zara Coalbeard,자라 콜비어드,여성
1464,Brandt Mithrilheart,Brandt Mithrilheart,브란트 미스릴하트,남성
1465,Clara Stonegaze,Clara Stonegaze,클라라 스톤게이즈,여성
1466,Durn Goldhand,Durn Goldhand,던 골드핸드,남성
1467,Elara Ironfoot,Elara Ironfoot,엘라라 아이언풋,여성
1468,Fendrel Oreheart,Fendrel Oreheart,펜드렐 오어하트,남성
1469,Grizel Strongarm,Grizel Strongarm,그리젤 스트롱암,여성
1470,Hakon Thunderstrike,Hakon Thunderstrike,하콘 썬더스트라이크,남성
1471,Ingrid Stonebrow,Ingrid Stonebrow,잉리드 스톤브라우,여성
1472,Jorin Grimfang,Jorin Grimfang,요린 그림팽,남성
1473,Kaelin Darkiron,Kaelin Darkiron,카엘린 다크아이언,여성
1474,Leif Goldgraft,Leif Goldgraft,레이프 골드그라프트,남성
1475,Mina Blackiron,Mina Blackiron,미나 블랙아이언,여성
1476,Norin Stoneguard,Norin Stoneguard,노린 스톤가드,남성
1477,Olga Deeproot,Olga Deeproot,올가 딥루트,여성
1478,Perrin Pickaxe,Perrin Pickaxe,페린 픽액스,남성
1479,Rona Firebeard,Rona Firebeard,로나 파이어비어드,여성
1480,Skorgrim Stonehand,Skorgrim Stonehand,스코르그림 스톤핸드,남성
1481,Thora Goldheart,Thora Goldheart,토라 골드하트,여성
1482,Ulfric Rockfall,Ulfric Rockfall,울프릭 록폴,남성
1483,Vigdis Hammerfall,Vigdis Hammerfall,비그디스 해머폴,여성
1484,Wilhelm Stoutaxe,Wilhelm Stoutaxe,빌헬름 스타우트액스,남성
1485,Ysabeau Ironbrow,Ysabeau Ironbrow,이사보 아이언브라우,여성
1486,Zander Silvervein,Zander Silvervein,잔더 실버베인,남성
1487,Alaric Thunderfist,Alaric Thunderfist,알라릭 썬더피스트,남성
1488,Beatrice Stonehelm,Beatrice Stonehelm,베아트리스 스톤헬름,여성
1489,Cormac Gemcutter,Cormac Gemcutter,코맥 젬커터,남성
1490,Dina Oreseeker,Dina Oreseeker,디나 오어시커,여성
1491,Einar Battlehammer,Einar Battlehammer,에이나르 배틀해머,남성
1492,Finola Forgefire,Finola Forgefire,피놀라 포지파이어,여성
1493,Griselda Runesmith,Griselda Runesmith,그리젤다 룬스미스,여성
1494,Hakon Greystone,Hakon Greystone,하콘 그레이스톤,남성
1495,Inga Coalbeard,Inga Coalbeard,인가 콜비어드,여성
1496,Jorvik Mithrilheart,Jorvik Mithrilheart,요르비크 미스릴하트,남성
1497,Kaelin Stonegaze,Kaelin Stonegaze,카엘린 스톤게이즈,여성
1498,Lothar Goldhand,Lothar Goldhand,로타르 골드핸드,남성
1499,Marta Ironfoot,Marta Ironfoot,마르타 아이언풋,여성
1500,Nodin Oreheart,Nodin Oreheart,노딘 오어하트,남성
1501,Orla Strongarm,Orla Strongarm,오를라 스트롱암,여성
1502,Perrin Thunderstrike,Perrin Thunderstrike,페린 썬더스트라이크,남성
1503,Ragnvald Stonebrow,Ragnvald Stonebrow,라그발드 스톤브라우,남성
1504,Signe Grimfang,Signe Grimfang,시그네 그림팽,여성
1505,Thrain Darkiron,Thrain Darkiron,스라인 다크아이언,남성
1506,Ursula Goldgraft,Ursula Goldgraft,우르술라 골드그라프트,여성
1507,Vali Blackiron,Vali Blackiron,발리 블랙아이언,남성
1508,Wendy Stoneguard,Wendy Stoneguard,웬디 스톤가드,여성
1509,Yngvar Deeproot,Yngvar Deeproot,잉바르 딥루트,남성
1510,Zelda Pickaxe,Zelda Pickaxe,젤다 픽액스,여성
1511,Argrim Firebeard,Argrim Firebeard,아르그림 파이어비어드,남성
1512,Brunhild Stonehand,Brunhild Stonehand,브룬힐드 스톤핸드,여성
1513,Doric Goldheart,Doric Goldheart,도릭 골드하트,남성
1514,Ember Rockfall,Ember Rockfall,엠버 록폴,여성
1515,Grimwold Hammerfall,Grimwold Hammerfall,그림월드 해머폴,남성
1516,Hilda Stoutaxe,Hilda Stoutaxe,힐다 스타우트액스,여성
1517,Korgan Ironbrow,Korgan Ironbrow,코르간 아이언브라우,남성
1518,Lia Silvervein,Lia Silvervein,리아 실버베인,여성
1519,Magnus Thunderfist,Magnus Thunderfist,마그누스 썬더피스트,남성
1520,Oriel Stonehelm,Oriel Stonehelm,오리엘 스톤헬름,여성
1521,Grom Gemcutter,Grom Gemcutter,그롬 젬커터,남성
1522,Helga Oreseeker,Helga Oreseeker,헬가 오어시커,여성
1523,Kaelen Battlehammer,Kaelen Battlehammer,카엘렌 배틀해머,남성
1524,Lori Forgefire,Lori Forgefire,로리 포지파이어,여성
1525,Mordin Runesmith,Mordin Runesmith,모딘 룬스미스,남성
1526,Nora Greystone,Nora Greystone,노라 그레이스톤,여성
1527,Orin Coalbeard,Orin Coalbeard,오린 콜비어드,남성
1528,Ragnild Mithrilheart,Ragnild Mithrilheart,라그닐드 미스릴하트,여성
1529,Thoric Stonegaze,Thoric Stonegaze,토릭 스톤게이즈,남성
1530,Ursa Goldhand,Ursa Goldhand,우르사 골드핸드,여성
1531,Vali Ironfoot,Vali Ironfoot,발리 아이언풋,남성
1532,Wendy Oreheart,Wendy Oreheart,웬디 오어하트,여성
1533,Ymir Strongarm,Ymir Strongarm,이미르 스트롱암,남성
1534,Zara Thunderstrike,Zara Thunderstrike,자라 썬더스트라이크,여성
1535,Kaelen Stonehammer,Kaelen Stonehammer,카엘렌 스톤해머,남성
1536,Griselda Ironfoot,Griselda Ironfoot,그리젤다 아이언풋,여성
1537,Balin Deepbeard,Balin Deepbeard,발린 딥비어드,남성
1538,Dagna Stoutshield,Dagna Stoutshield,다그나 스타우트실드,여성
1539,Fjorin Anvilhand,Fjorin Anvilhand,프요린 앤빌핸드,남성
1540,Hilda Goldvein,Hilda Goldvein,힐다 골드베인,여성
1541,Magnus Rockbreaker,Magnus Rockbreaker,마그누스 록브레이커,남성
1542,Olga Thunderfist,Olga Thunderfist,올가 썬더피스트,여성
1543,Rurik Stonehelm,Rurik Stonehelm,루리크 스톤헬름,남성
1544,Yara Gemcutter,Yara Gemcutter,야라 젬커터,여성
1545,Bram Oreseeker,Bram Oreseeker,브람 오어시커,남성
1546,Astrid Battlehammer,Astrid Battlehammer,아스트리드 배틀해머,여성
1547,Gundren Forgefire,Gundren Forgefire,군드렌 포지파이어,남성
1548,Torvin Runesmith,Torvin Runesmith,토르빈 룬스미스,남성
1549,Borinna Greystone,Borinna Greystone,보리나 그레이스톤,여성
1550,Bjorn Silvervein,Bjorn Silvervein,비외른 실버베인,남성
1551,Dolgrin Stonegrip,Dolgrin Stonegrip,돌그린 스톤그립,남성
1552,Ebba Deepmine,Ebba Deepmine,에바 딥마인,여성
1553,Ferdinand Coalbeard,Ferdinand Coalbeard,페르디난드 콜비어드,남성
1554,Gron Mithrilheart,Gron Mithrilheart,그론 미스릴하트,남성
1555,Helga Stonegaze,Helga Stonegaze,헬가 스톤게이즈,여성
1556,Ingvar Goldhand,Ingvar Goldhand,잉바르 골드핸드,남성
1557,Kira Ironfoot,Kira Ironfoot,키라 아이언풋,여성
1558,Malin Oreheart,Malin Oreheart,말린 오어하트,여성
1559,Nori Strongarm,Nori Strongarm,노리 스트롱암,남성
1560,Olga Thunderstrike,Olga Thunderstrike,올가 썬더스트라이크,여성
1561,Ragnild Stonebrow,Ragnild Stonebrow,라그닐드 스톤브라우,여성
1562,Thorgar Grimfang,Thorgar Grimfang,토르가 그림팽,남성
1563,Urgrim Darkiron,Urgrim Darkiron,우르그림 다크아이언,남성
1564,Valda Goldgraft,Valda Goldgraft,발다 골드그라프트,여성
1565,Brand Blackiron,Brand Blackiron,브랜드 블랙아이언,남성
1566,Brunhild Stoneguard,Brunhild Stoneguard,브룬힐드 스톤가드,여성
1567,Corbin Deeproot,Corbin Deeproot,코빈 딥루트,남성
1568,Dagmar Pickaxe,Dagmar Pickaxe,다그마 픽액스,여성
1569,Elrik Firebeard,Elrik Firebeard,엘리크 파이어비어드,남성
1570,Farin Stonehand,Farin Stonehand,파린 스톤핸드,남성
1571,Gretel Goldheart,Gretel Goldheart,그레텔 골드하트,여성
1572,Hjalmar Rockfall,Hjalmar Rockfall,얄마르 록폴,남성
1573,Ingrid Hammerfall,Ingrid Hammerfall,잉리드 해머폴,여성
1574,Jorn Stoutaxe,Jorn Stoutaxe,요른 스타우트액스,남성
1575,Kaelin Ironbrow,Kaelin Ironbrow,카엘린 아이언브라우,여성
1576,Loric Silvervein,Loric Silvervein,로릭 실버베인,남성
1577,Marta Thunderfist,Marta Thunderfist,마르타 썬더피스트,여성
1578,Nodin Stonehelm,Nodin Stonehelm,노딘 스톤헬름,남성
1579,Orla Gemcutter,Orla Gemcutter,오를라 젬커터,여성
1580,Ragnar Oreseeker,Ragnar Oreseeker,라그나르 오어시커,남성
1581,Solveig Battlehammer,Solveig Battlehammer,솔베이그 배틀해머,여성
1582,Torvin Forgefire,Torvin Forgefire,토르빈 포지파이어,남성
1583,Ulrik Runesmith,Ulrik Runesmith,울리크 룬스미스,남성
1584,Valerie Greystone,Valerie Greystone,발레리 그레이스톤,여성
1585,Burdin Coalbeard,Burdin Coalbeard,버딘 콜비어드,남성
1586,Frida Mithrilheart,Frida Mithrilheart,프리다 미스릴하트,여성
1587,Gareth Stonegaze,Gareth Stonegaze,개러스 스톤게이즈,남성
1588,Hanna Goldhand,Hanna Goldhand,한나 골드핸드,여성
1589,Kaelan Ironfoot,Kaelan Ironfoot,카엘란 아이언풋,남성
1590,Lothar Oreheart,Lothar Oreheart,로타르 오어하트,남성
1591,Mina Strongarm,Mina Strongarm,미나 스트롱암,여성
1592,Oren Thunderstrike,Oren Thunderstrike,오렌 썬더스트라이크,남성
1593,Petra Stonebrow,Petra Stonebrow,페트라 스톤브라우,여성
1594,Roric Grimfang,Roric Grimfang,로릭 그림팽,남성
1595,Sindri Darkiron,Sindri Darkiron,신드리 다크아이언,남성
1596,Thora Goldgraft,Thora Goldgraft,토라 골드그라프트,여성
